,#miRNA,read_count,precursor,total,s01,s02,s03,s04,s05,s06,s07,s08,s09,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s01(norm),s02(norm),s03(norm),s04(norm),s05(norm),s06(norm),s07(norm),s08(norm),s09(norm),s10(norm),s11(norm),s12(norm),s13(norm),s14(norm),s15(norm),s16(norm),s17(norm),s18(norm),s19(norm),s20(norm),s21(norm),s22(norm),s23(norm),s24(norm)
209,bta-miR-301b,496.0,bta-mir-301b,496.0,27.0,29.0,23.0,8.0,63.0,5.0,8.0,10.0,13.0,40.0,14.0,28.0,6.0,10.0,11.0,14.0,23.0,25.0,64.0,13.0,5.0,19.0,12.0,26.0,52.92,71.14,46.25,24.9,106.31,18.85,22.59,17.83,32.44,49.46,28.41,33.73,40.06,24.72,23.88,54.44,42.24,46.07,81.76,32.98,15.69,34.23,25.56,37.26
210,bta-miR-2284ab,440.0,bta-mir-2284ab,440.0,26.0,28.0,33.0,4.0,27.0,6.0,11.0,13.0,19.0,30.0,27.0,30.0,3.0,11.0,10.0,3.0,18.0,12.0,71.0,14.0,5.0,15.0,8.0,16.0,50.96,68.69,66.36,12.45,45.56,22.62,31.06,23.17,47.41,37.09,54.79,36.14,20.03,27.19,21.71,11.67,33.06,22.11,90.7,35.52,15.69,27.03,17.04,22.93
211,bta-miR-155,408.0,bta-mir-155,408.0,26.0,26.0,26.0,6.0,23.0,9.0,6.0,14.0,18.0,13.0,28.0,37.0,1.0,9.0,17.0,9.0,14.0,24.0,32.0,15.0,8.0,7.0,4.0,36.0,50.96,63.78,52.29,18.67,38.81,33.93,16.94,24.96,44.91,16.07,56.82,44.57,6.68,22.24,36.9,35.0,25.71,44.22,40.88,38.06,25.11,12.61,8.52,51.59
212,bta-miR-32,304.0,bta-mir-32,304.0,26.0,19.0,15.0,6.0,10.0,3.0,1.0,3.0,7.0,7.0,14.0,34.0,0.0,3.0,7.0,4.0,11.0,5.0,64.0,5.0,6.0,9.0,6.0,39.0,50.96,46.61,30.17,18.67,16.87,11.31,2.82,5.35,17.47,8.66,28.41,40.96,0.0,7.41,15.2,15.56,20.2,9.21,81.76,12.69,18.83,16.22,12.78,55.89
213,bta-miR-574,644.0,bta-mir-574,644.0,25.0,23.0,51.0,27.0,13.0,21.0,30.0,45.0,27.0,35.0,40.0,45.0,6.0,14.0,30.0,17.0,25.0,34.0,35.0,21.0,15.0,16.0,19.0,30.0,49.0,56.42,102.56,84.04,21.94,79.18,84.72,80.22,67.37,43.28,81.17,54.21,40.06,34.6,65.12,66.11,45.92,62.65,44.71,53.28,47.08,28.83,40.47,42.99
214,bta-miR-363,502.0,bta-mir-363,502.0,25.0,14.0,41.0,15.0,21.0,7.0,9.0,30.0,12.0,18.0,21.0,49.0,5.0,4.0,20.0,15.0,20.0,21.0,77.0,7.0,13.0,7.0,7.0,44.0,49.0,34.34,82.45,46.69,35.44,26.39,25.42,53.48,29.94,22.26,42.61,59.02,33.38,9.89,43.41,58.33,36.73,38.7,98.36,17.76,40.81,12.61,14.91,63.06
215,bta-miR-2474,440.0,bta-mir-2474,440.0,25.0,12.0,16.0,17.0,5.0,25.0,18.0,18.0,28.0,30.0,22.0,25.0,5.0,12.0,19.0,13.0,14.0,22.0,15.0,14.0,27.0,19.0,24.0,15.0,49.0,29.44,32.18,52.91,8.44,94.26,50.83,32.09,69.86,37.09,44.64,30.11,33.38,29.66,41.24,50.55,25.71,40.54,19.16,35.52,84.75,34.23,51.12,21.5
216,bta-miR-181c,642.0,bta-mir-181c,642.0,24.0,44.0,40.0,23.0,49.0,17.0,8.0,24.0,28.0,32.0,46.0,49.0,20.0,22.0,16.0,10.0,33.0,19.0,54.0,6.0,16.0,20.0,12.0,30.0,47.04,107.94,80.44,71.59,82.69,64.1,22.59,42.78,69.86,39.57,93.34,59.02,133.54,54.37,34.73,38.89,60.61,35.01,68.98,15.22,50.22,36.04,25.56,42.99
217,bta-miR-455-5p,451.0,bta-mir-455,451.0,24.0,27.0,11.0,22.0,12.0,35.0,14.0,18.0,10.0,50.0,14.0,28.0,4.0,11.0,25.0,13.0,10.0,12.0,15.0,13.0,11.0,22.0,25.0,25.0,47.04,66.23,22.12,68.47,20.25,131.97,39.54,32.09,24.95,61.82,28.41,33.73,26.71,27.19,54.27,50.55,18.37,22.11,19.16,32.98,34.53,39.64,53.25,35.83
218,bta-miR-433,557.0,bta-mir-433,557.0,24.0,18.0,9.0,8.0,49.0,18.0,19.0,37.0,10.0,51.0,13.0,13.0,15.0,14.0,12.0,11.0,89.0,14.0,46.0,15.0,11.0,5.0,37.0,19.0,47.04,44.16,18.1,24.9,82.69,67.87,53.66,65.95,24.95,63.06,26.38,15.66,100.15,34.6,26.05,42.78,163.47,25.8,58.76,38.06,34.53,9.01,78.81,27.23
219,bta-miR-2285f,533.0,bta-mir-2285f-2,533.0,22.0,27.0,31.0,16.0,62.0,9.0,12.0,17.0,21.0,27.0,31.0,55.0,4.0,8.0,17.0,15.0,13.0,15.0,51.0,8.0,9.0,19.0,10.0,34.0,43.12,66.23,62.34,49.8,104.62,33.93,33.89,30.3,52.4,33.39,62.91,66.25,26.71,19.77,36.9,58.33,23.88,27.64,65.15,20.3,28.25,34.23,21.3,48.73
220,bta-miR-677,359.0,bta-mir-677,359.0,22.0,9.0,47.0,14.0,5.0,11.0,11.0,16.0,19.0,13.0,18.0,40.0,4.0,9.0,6.0,7.0,5.0,28.0,16.0,11.0,6.0,10.0,11.0,21.0,43.12,22.08,94.52,43.57,8.44,41.48,31.06,28.52,47.41,16.07,36.53,48.18,26.71,22.24,13.02,27.22,9.18,51.6,20.44,27.91,18.83,18.02,23.43,30.1
221,bta-miR-20a,364.0,bta-mir-20a,364.0,21.0,31.0,23.0,6.0,23.0,2.0,5.0,5.0,3.0,33.0,13.0,19.0,0.0,5.0,7.0,4.0,20.0,18.0,52.0,11.0,13.0,11.0,17.0,22.0,41.16,76.05,46.25,18.67,38.81,7.54,14.12,8.91,7.49,40.8,26.38,22.89,0.0,12.36,15.2,15.56,36.73,33.17,66.43,27.91,40.81,19.82,36.21,31.53
222,bta-miR-6123,492.0,bta-mir-6123,492.0,21.0,25.0,29.0,10.0,40.0,7.0,5.0,19.0,14.0,38.0,15.0,42.0,1.0,14.0,15.0,6.0,17.0,31.0,73.0,6.0,9.0,8.0,16.0,31.0,41.16,61.33,58.32,31.12,67.5,26.39,14.12,33.87,34.93,46.99,30.44,50.59,6.68,34.6,32.56,23.33,31.22,57.12,93.25,15.22,28.25,14.41,34.08,44.43
223,bta-miR-1260b,445.0,bta-mir-1260b,445.0,21.0,16.0,2.0,11.0,25.0,11.0,10.0,12.0,16.0,73.0,17.0,21.0,15.0,13.0,21.0,14.0,31.0,12.0,17.0,11.0,12.0,15.0,31.0,18.0,41.16,39.25,4.02,34.24,42.19,41.48,28.24,21.39,39.92,90.26,34.5,25.3,100.15,32.13,45.59,54.44,56.94,22.11,21.72,27.91,37.67,27.03,66.03,25.8
224,bta-miR-2285f,492.0,bta-mir-2285z,492.0,20.0,24.0,29.0,16.0,51.0,8.0,10.0,16.0,18.0,23.0,33.0,48.0,4.0,8.0,17.0,12.0,17.0,17.0,47.0,8.0,9.0,19.0,9.0,29.0,39.2,58.87,58.32,49.8,86.06,30.16,28.24,28.52,44.91,28.44,66.96,57.82,26.71,19.77,36.9,46.67,31.22,31.33,60.04,20.3,28.25,34.23,19.17,41.56
225,bta-miR-2403,404.0,bta-mir-2403,404.0,20.0,17.0,15.0,9.0,60.0,7.0,10.0,7.0,13.0,40.0,18.0,25.0,10.0,8.0,9.0,3.0,8.0,16.0,54.0,7.0,7.0,12.0,12.0,17.0,39.2,41.7,30.17,28.01,101.25,26.39,28.24,12.48,32.44,49.46,36.53,30.11,66.77,19.77,19.54,11.67,14.69,29.48,68.98,17.76,21.97,21.62,25.56,24.36
226,bta-miR-6518,359.0,bta-mir-6518,359.0,20.0,12.0,15.0,10.0,6.0,11.0,25.0,17.0,17.0,41.0,14.0,13.0,12.0,8.0,6.0,15.0,15.0,10.0,2.0,29.0,13.0,17.0,21.0,10.0,39.2,29.44,30.17,31.12,10.12,41.48,70.6,30.3,42.42,50.7,28.41,15.66,80.12,19.77,13.02,58.33,27.55,18.43,2.55,73.58,40.81,30.63,44.73,14.33
227,bta-miR-2285f,489.0,bta-mir-2285f-1,489.0,19.0,25.0,26.0,14.0,62.0,7.0,11.0,14.0,20.0,26.0,31.0,41.0,4.0,6.0,15.0,14.0,14.0,13.0,50.0,7.0,8.0,20.0,9.0,33.0,37.24,61.33,52.29,43.57,104.62,26.39,31.06,24.96,49.9,32.15,62.91,49.39,26.71,14.83,32.56,54.44,25.71,23.96,63.87,17.76,25.11,36.04,19.17,47.29
228,bta-miR-28,417.0,bta-mir-28,417.0,18.0,33.0,41.0,5.0,26.0,8.0,7.0,6.0,12.0,17.0,24.0,35.0,7.0,11.0,17.0,12.0,16.0,21.0,47.0,4.0,5.0,7.0,4.0,34.0,35.28,80.95,82.45,15.56,43.87,30.16,19.77,10.7,29.94,21.02,48.7,42.16,46.74,27.19,36.9,46.67,29.39,38.7,60.04,10.15,15.69,12.61,8.52,48.73
229,bta-miR-4286,308.0,bta-mir-4286-2,308.0,18.0,20.0,12.0,9.0,8.0,9.0,6.0,11.0,12.0,28.0,15.0,19.0,0.0,9.0,9.0,5.0,19.0,22.0,27.0,9.0,8.0,6.0,11.0,16.0,35.28,49.06,24.13,28.01,13.5,33.93,16.94,19.61,29.94,34.62,30.44,22.89,0.0,22.24,19.54,19.44,34.9,40.54,34.49,22.83,25.11,10.81,23.43,22.93
230,bta-miR-381,855.0,bta-mir-381,855.0,17.0,44.0,31.0,9.0,108.0,10.0,10.0,39.0,11.0,43.0,17.0,26.0,7.0,7.0,12.0,3.0,62.0,31.0,230.0,16.0,12.0,15.0,29.0,66.0,33.32,107.94,62.34,28.01,182.25,37.7,28.24,69.52,27.45,53.17,34.5,31.32,46.74,17.3,26.05,11.67,113.88,57.12,293.81,40.59,37.67,27.03,61.77,94.59
231,bta-miR-2284y,513.0,bta-mir-2284y-3,513.0,17.0,21.0,24.0,17.0,24.0,12.0,19.0,25.0,15.0,28.0,16.0,35.0,8.0,15.0,25.0,13.0,26.0,13.0,66.0,7.0,7.0,17.0,10.0,53.0,33.32,51.51,48.26,52.91,40.5,45.25,53.66,44.56,37.43,34.62,32.47,42.16,53.41,37.07,54.27,50.55,47.75,23.96,84.31,17.76,21.97,30.63,21.3,75.96
232,bta-miR-132,232.0,bta-mir-132,232.0,17.0,7.0,11.0,5.0,2.0,8.0,4.0,10.0,14.0,13.0,12.0,7.0,0.0,8.0,18.0,9.0,11.0,13.0,22.0,8.0,7.0,6.0,6.0,14.0,33.32,17.17,22.12,15.56,3.37,30.16,11.3,17.83,34.93,16.07,24.35,8.43,0.0,19.77,39.07,35.0,20.2,23.96,28.1,20.3,21.97,10.81,12.78,20.06
233,bta-miR-485,514.0,bta-mir-485,514.0,17.0,7.0,10.0,29.0,47.0,30.0,29.0,32.0,15.0,58.0,19.0,19.0,10.0,9.0,24.0,7.0,36.0,17.0,19.0,15.0,9.0,13.0,33.0,10.0,33.32,17.17,20.11,90.26,79.31,113.11,81.9,57.04,37.43,71.72,38.55,22.89,66.77,22.24,52.1,27.22,66.12,31.33,24.27,38.06,28.25,23.42,70.29,14.33
234,bta-miR-2284h-5p,486.0,bta-mir-2284y-4,486.0,16.0,23.0,24.0,18.0,22.0,11.0,15.0,21.0,12.0,29.0,16.0,31.0,7.0,14.0,22.0,13.0,22.0,13.0,68.0,6.0,8.0,15.0,11.0,49.0,31.36,56.42,48.26,56.02,37.12,41.48,42.36,37.43,29.94,35.86,32.47,37.34,46.74,34.6,47.76,50.55,40.41,23.96,86.87,15.22,25.11,27.03,23.43,70.22
235,bta-miR-2284y,484.0,bta-mir-2284y-4,484.0,16.0,23.0,24.0,17.0,22.0,11.0,15.0,21.0,12.0,29.0,16.0,30.0,7.0,14.0,22.0,13.0,22.0,13.0,68.0,6.0,8.0,15.0,11.0,49.0,31.36,56.42,48.26,52.91,37.12,41.48,42.36,37.43,29.94,35.86,32.47,36.14,46.74,34.6,47.76,50.55,40.41,23.96,86.87,15.22,25.11,27.03,23.43,70.22
236,bta-miR-324,292.0,bta-mir-324,292.0,16.0,15.0,20.0,9.0,10.0,7.0,4.0,15.0,16.0,16.0,20.0,18.0,2.0,12.0,17.0,9.0,14.0,13.0,15.0,9.0,4.0,16.0,7.0,8.0,31.36,36.8,40.22,28.01,16.87,26.39,11.3,26.74,39.92,19.78,40.58,21.68,13.35,29.66,36.9,35.0,25.71,23.96,19.16,22.83,12.56,28.83,14.91,11.46
237,bta-miR-331-3p,338.0,bta-mir-331,338.0,16.0,9.0,15.0,10.0,12.0,21.0,16.0,20.0,14.0,29.0,15.0,5.0,11.0,14.0,17.0,9.0,19.0,18.0,9.0,12.0,7.0,9.0,19.0,12.0,31.36,22.08,30.17,31.12,20.25,79.18,45.18,35.65,34.93,35.86,30.44,6.02,73.45,34.6,36.9,35.0,34.9,33.17,11.5,30.45,21.97,16.22,40.47,17.2
238,bta-miR-2284y,490.0,bta-mir-2284y-2,490.0,15.0,21.0,24.0,16.0,23.0,11.0,14.0,25.0,13.0,26.0,16.0,33.0,7.0,14.0,21.0,12.0,26.0,14.0,67.0,6.0,6.0,18.0,11.0,51.0,29.4,51.51,48.26,49.8,38.81,41.48,39.54,44.56,32.44,32.15,32.47,39.75,46.74,34.6,45.59,46.67,47.75,25.8,85.59,15.22,18.83,32.43,23.43,73.09
239,bta-miR-2284y,490.0,bta-mir-2284y-5,490.0,15.0,21.0,24.0,16.0,23.0,11.0,14.0,25.0,13.0,26.0,16.0,33.0,7.0,14.0,21.0,12.0,26.0,14.0,67.0,6.0,6.0,18.0,11.0,51.0,29.4,51.51,48.26,49.8,38.81,41.48,39.54,44.56,32.44,32.15,32.47,39.75,46.74,34.6,45.59,46.67,47.75,25.8,85.59,15.22,18.83,32.43,23.43,73.09
240,bta-miR-2284y,472.0,bta-mir-2284y-1,472.0,15.0,21.0,24.0,16.0,21.0,11.0,14.0,22.0,12.0,26.0,15.0,31.0,7.0,14.0,21.0,12.0,24.0,12.0,65.0,6.0,7.0,16.0,10.0,50.0,29.4,51.51,48.26,49.8,35.44,41.48,39.54,39.22,29.94,32.15,30.44,37.34,46.74,34.6,45.59,46.67,44.08,22.11,83.03,15.22,21.97,28.83,21.3,71.66
241,bta-miR-2284y,472.0,bta-mir-2284y-6,472.0,15.0,21.0,24.0,16.0,21.0,11.0,14.0,22.0,12.0,26.0,15.0,31.0,7.0,14.0,21.0,12.0,24.0,12.0,65.0,6.0,7.0,16.0,10.0,50.0,29.4,51.51,48.26,49.8,35.44,41.48,39.54,39.22,29.94,32.15,30.44,37.34,46.74,34.6,45.59,46.67,44.08,22.11,83.03,15.22,21.97,28.83,21.3,71.66
242,bta-miR-2284y,472.0,bta-mir-2284y-7,472.0,15.0,21.0,24.0,16.0,21.0,11.0,14.0,22.0,12.0,26.0,15.0,31.0,7.0,14.0,21.0,12.0,24.0,12.0,65.0,6.0,7.0,16.0,10.0,50.0,29.4,51.51,48.26,49.8,35.44,41.48,39.54,39.22,29.94,32.15,30.44,37.34,46.74,34.6,45.59,46.67,44.08,22.11,83.03,15.22,21.97,28.83,21.3,71.66
243,bta-miR-2457,490.0,bta-mir-2457,490.0,15.0,6.0,16.0,20.0,41.0,16.0,27.0,43.0,8.0,49.0,3.0,41.0,6.0,18.0,16.0,3.0,19.0,25.0,21.0,19.0,10.0,30.0,16.0,22.0,29.4,14.72,32.18,62.25,69.19,60.33,76.25,76.65,19.96,60.59,6.09,49.39,40.06,44.49,34.73,11.67,34.9,46.07,26.83,48.21,31.39,54.05,34.08,31.53
244,bta-miR-122,573.0,bta-mir-122,573.0,14.0,28.0,14.0,29.0,6.0,43.0,16.0,29.0,16.0,47.0,102.0,25.0,1.0,7.0,18.0,9.0,54.0,11.0,25.0,10.0,20.0,12.0,28.0,9.0,27.44,68.69,28.15,90.26,10.12,162.13,45.18,51.69,39.92,58.11,206.98,30.11,6.68,17.3,39.07,35.0,99.18,20.27,31.94,25.37,62.78,21.62,59.64,12.9
245,bta-miR-2478,341.0,bta-mir-2478,341.0,14.0,17.0,14.0,10.0,20.0,15.0,4.0,8.0,12.0,35.0,26.0,13.0,2.0,14.0,10.0,9.0,23.0,17.0,10.0,9.0,5.0,25.0,12.0,17.0,27.44,41.7,28.15,31.12,33.75,56.56,11.3,14.26,29.94,43.28,52.76,15.66,13.35,34.6,21.71,35.0,42.24,31.33,12.77,22.83,15.69,45.04,25.56,24.36
246,bta-miR-188,116.0,bta-mir-188,116.0,14.0,4.0,1.0,1.0,4.0,4.0,2.0,8.0,2.0,6.0,5.0,14.0,1.0,5.0,7.0,4.0,6.0,6.0,4.0,3.0,7.0,2.0,2.0,4.0,27.44,9.81,2.01,3.11,6.75,15.08,5.65,14.26,4.99,7.42,10.15,16.86,6.68,12.36,15.2,15.56,11.02,11.06,5.11,7.61,21.97,3.6,4.26,5.73
247,bta-miR-2376,327.0,bta-mir-2376,327.0,13.0,33.0,16.0,6.0,46.0,9.0,7.0,8.0,11.0,21.0,17.0,22.0,10.0,16.0,11.0,11.0,11.0,7.0,19.0,7.0,5.0,3.0,4.0,14.0,25.48,80.95,32.18,18.67,77.62,33.93,19.77,14.26,27.45,25.97,34.5,26.5,66.77,39.55,23.88,42.78,20.2,12.9,24.27,17.76,15.69,5.41,8.52,20.06
248,bta-miR-4286,233.0,bta-mir-4286-1,233.0,13.0,14.0,9.0,6.0,8.0,9.0,3.0,9.0,9.0,24.0,12.0,13.0,0.0,7.0,7.0,4.0,15.0,13.0,21.0,3.0,6.0,3.0,11.0,14.0,25.48,34.34,18.1,18.67,13.5,33.93,8.47,16.04,22.46,29.68,24.35,15.66,0.0,17.3,15.2,15.56,27.55,23.96,26.83,7.61,18.83,5.41,23.43,20.06
249,bta-miR-6517,314.0,bta-mir-6517,314.0,13.0,10.0,10.0,12.0,13.0,10.0,9.0,30.0,13.0,22.0,9.0,16.0,7.0,4.0,12.0,5.0,14.0,18.0,18.0,10.0,5.0,12.0,20.0,22.0,25.48,24.53,20.11,37.35,21.94,37.7,25.42,53.48,32.44,27.2,18.26,19.27,46.74,9.89,26.05,19.44,25.71,33.17,22.99,25.37,15.69,21.62,42.6,31.53
250,bta-miR-146a,129.0,bta-mir-146a,129.0,13.0,2.0,12.0,5.0,4.0,1.0,2.0,2.0,6.0,4.0,10.0,14.0,1.0,0.0,6.0,6.0,6.0,6.0,14.0,3.0,1.0,3.0,1.0,7.0,25.48,4.91,24.13,15.56,6.75,3.77,5.65,3.57,14.97,4.95,20.29,16.86,6.68,0.0,13.02,23.33,11.02,11.06,17.88,7.61,3.14,5.41,2.13,10.03
251,bta-miR-323,248.0,bta-mir-323,248.0,12.0,10.0,6.0,1.0,25.0,12.0,8.0,7.0,4.0,20.0,3.0,11.0,2.0,4.0,7.0,4.0,18.0,10.0,37.0,7.0,1.0,1.0,22.0,16.0,23.52,24.53,12.07,3.11,42.19,45.25,22.59,12.48,9.98,24.73,6.09,13.25,13.35,9.89,15.2,15.56,33.06,18.43,47.27,17.76,3.14,1.8,46.86,22.93
252,bta-miR-335,237.0,bta-mir-335,237.0,12.0,9.0,18.0,7.0,4.0,7.0,2.0,7.0,8.0,16.0,16.0,26.0,0.0,3.0,11.0,6.0,15.0,24.0,15.0,10.0,4.0,5.0,1.0,11.0,23.52,22.08,36.2,21.79,6.75,26.39,5.65,12.48,19.96,19.78,32.47,31.32,0.0,7.41,23.88,23.33,27.55,44.22,19.16,25.37,12.56,9.01,2.13,15.76
253,bta-miR-99a-3p,185.0,bta-mir-99a,185.0,11.0,8.0,20.0,10.0,3.0,3.0,5.0,4.0,3.0,9.0,8.0,24.0,0.0,4.0,7.0,2.0,5.0,13.0,12.0,5.0,7.0,5.0,2.0,15.0,21.56,19.62,40.22,31.12,5.06,11.31,14.12,7.13,7.49,11.13,16.23,28.91,0.0,9.89,15.2,7.78,9.18,23.96,15.33,12.69,21.97,9.01,4.26,21.5
254,bta-miR-370,153.0,bta-mir-370,153.0,11.0,6.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,4.0,13.0,8.0,4.0,5.0,7.0,5.0,9.0,8.0,1.0,5.0,4.0,4.0,5.0,5.0,21.56,14.72,16.09,24.9,10.12,22.62,19.77,12.48,17.47,4.95,26.38,9.64,26.71,12.36,15.2,19.44,16.53,14.74,1.28,12.69,12.56,7.21,10.65,7.17
255,bta-miR-502b,179.0,bta-mir-502b,179.0,10.0,13.0,10.0,6.0,5.0,8.0,10.0,5.0,6.0,7.0,15.0,11.0,1.0,4.0,6.0,3.0,9.0,5.0,19.0,3.0,4.0,3.0,8.0,8.0,19.6,31.89,20.11,18.67,8.44,30.16,28.24,8.91,14.97,8.66,30.44,13.25,6.68,9.89,13.02,11.67,16.53,9.21,24.27,7.61,12.56,5.41,17.04,11.46
256,bta-miR-33a,111.0,bta-mir-33a,111.0,10.0,3.0,5.0,0.0,7.0,7.0,5.0,6.0,1.0,3.0,7.0,14.0,1.0,3.0,4.0,4.0,4.0,8.0,7.0,2.0,3.0,2.0,1.0,4.0,19.6,7.36,10.06,0.0,11.81,26.39,14.12,10.7,2.5,3.71,14.2,16.86,6.68,7.41,8.68,15.56,7.35,14.74,8.94,5.07,9.42,3.6,2.13,5.73
257,bta-miR-18a,220.0,bta-mir-18a,220.0,9.0,11.0,12.0,3.0,19.0,2.0,3.0,4.0,5.0,22.0,9.0,12.0,0.0,5.0,8.0,0.0,7.0,10.0,35.0,5.0,6.0,12.0,7.0,14.0,17.64,26.98,24.13,9.34,32.06,7.54,8.47,7.13,12.48,27.2,18.26,14.45,0.0,12.36,17.37,0.0,12.86,18.43,44.71,12.69,18.83,21.62,14.91,20.06
258,bta-miR-181d,177.0,bta-mir-181d,177.0,9.0,10.0,12.0,4.0,13.0,4.0,4.0,2.0,2.0,8.0,12.0,9.0,3.0,8.0,9.0,4.0,14.0,8.0,11.0,7.0,3.0,5.0,2.0,14.0,17.64,24.53,24.13,12.45,21.94,15.08,11.3,3.57,4.99,9.89,24.35,10.84,20.03,19.77,19.54,15.56,25.71,14.74,14.05,17.76,9.42,9.01,4.26,20.06
259,bta-miR-494,347.0,bta-mir-494,347.0,9.0,8.0,8.0,12.0,52.0,8.0,3.0,21.0,8.0,24.0,8.0,12.0,5.0,2.0,5.0,6.0,26.0,23.0,51.0,11.0,13.0,5.0,10.0,17.0,17.64,19.62,16.09,37.35,87.75,30.16,8.47,37.43,19.96,29.68,16.23,14.45,33.38,4.94,10.85,23.33,47.75,42.38,65.15,27.91,40.81,9.01,21.3,24.36
260,bta-miR-7857,195.0,bta-mir-7857,195.0,9.0,7.0,8.0,4.0,27.0,6.0,7.0,8.0,6.0,14.0,15.0,9.0,5.0,8.0,11.0,2.0,13.0,8.0,8.0,4.0,3.0,0.0,7.0,6.0,17.64,17.17,16.09,12.45,45.56,22.62,19.77,14.26,14.97,17.31,30.44,10.84,33.38,19.77,23.88,7.78,23.88,14.74,10.22,10.15,9.42,0.0,14.91,8.6
261,bta-miR-2454-3p,247.0,bta-mir-2454,247.0,9.0,6.0,3.0,14.0,14.0,7.0,10.0,10.0,4.0,29.0,13.0,10.0,8.0,15.0,14.0,6.0,10.0,10.0,3.0,5.0,8.0,16.0,18.0,5.0,17.64,14.72,6.03,43.57,23.62,26.39,28.24,17.83,9.98,35.86,26.38,12.05,53.41,37.07,30.39,23.33,18.37,18.43,3.83,12.69,25.11,28.83,38.34,7.17
262,bta-miR-152,285.0,bta-mir-152,285.0,8.0,11.0,19.0,16.0,12.0,6.0,8.0,10.0,10.0,14.0,25.0,32.0,0.0,10.0,9.0,9.0,5.0,14.0,21.0,5.0,4.0,12.0,9.0,16.0,15.68,26.98,38.21,49.8,20.25,22.62,22.59,17.83,24.95,17.31,50.73,38.55,0.0,24.72,19.54,35.0,9.18,25.8,26.83,12.69,12.56,21.62,19.17,22.93
263,bta-miR-146b,327.0,bta-mir-146b,327.0,8.0,8.0,26.0,7.0,15.0,2.0,3.0,10.0,11.0,12.0,11.0,26.0,1.0,8.0,59.0,4.0,7.0,16.0,41.0,8.0,7.0,6.0,2.0,29.0,15.68,19.62,52.29,21.79,25.31,7.54,8.47,17.83,27.45,14.84,22.32,31.32,6.68,19.77,128.07,15.56,12.86,29.48,52.38,20.3,21.97,10.81,4.26,41.56
264,bta-miR-29b,95.0,bta-mir-29b-1,95.0,8.0,8.0,7.0,1.0,4.0,3.0,0.0,5.0,4.0,5.0,6.0,5.0,0.0,1.0,3.0,0.0,2.0,5.0,6.0,1.0,6.0,2.0,4.0,9.0,15.68,19.62,14.08,3.11,6.75,11.31,0.0,8.91,9.98,6.18,12.18,6.02,0.0,2.47,6.51,0.0,3.67,9.21,7.66,2.54,18.83,3.6,8.52,12.9
265,bta-miR-29b,95.0,bta-mir-29b-2,95.0,8.0,8.0,7.0,1.0,4.0,3.0,0.0,5.0,4.0,5.0,6.0,5.0,0.0,1.0,3.0,0.0,2.0,5.0,6.0,1.0,6.0,2.0,4.0,9.0,15.68,19.62,14.08,3.11,6.75,11.31,0.0,8.91,9.98,6.18,12.18,6.02,0.0,2.47,6.51,0.0,3.67,9.21,7.66,2.54,18.83,3.6,8.52,12.9
266,bta-miR-129-5p,63.0,bta-mir-129-1,63.0,8.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,15.68,12.27,4.02,9.34,0.0,3.77,2.82,3.57,7.49,6.18,8.12,2.41,0.0,4.94,8.68,11.67,7.35,5.53,1.28,5.07,6.28,3.6,2.13,4.3
267,bta-miR-129-5p,63.0,bta-mir-129-2,63.0,8.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,15.68,12.27,4.02,9.34,0.0,3.77,2.82,3.57,7.49,6.18,8.12,2.41,0.0,4.94,8.68,11.67,7.35,5.53,1.28,5.07,6.28,3.6,2.13,4.3
268,bta-miR-129,63.0,bta-mir-129-1,63.0,8.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,15.68,12.27,4.02,9.34,0.0,3.77,2.82,3.57,7.49,6.18,8.12,2.41,0.0,4.94,8.68,11.67,7.35,5.53,1.28,5.07,6.28,3.6,2.13,4.3
269,bta-miR-129,63.0,bta-mir-129-2,63.0,8.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,15.68,12.27,4.02,9.34,0.0,3.77,2.82,3.57,7.49,6.18,8.12,2.41,0.0,4.94,8.68,11.67,7.35,5.53,1.28,5.07,6.28,3.6,2.13,4.3
270,bta-miR-2349,34.0,bta-mir-2349,34.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,15.68,2.45,0.0,0.0,5.06,0.0,0.0,1.78,4.99,6.18,4.06,0.0,0.0,7.41,2.17,0.0,0.0,3.69,2.55,2.54,0.0,3.6,0.0,1.43
